0617+49   PSI1 AUR  
0617-00   V616 MON  
0617-02   V MON     
0618+24   CD GEM    
0618+50   GO AUR    
0618+50B  110 VAR N 
0618+58   SAO 25733 
0618+71   BZ CAM    
0619+07   T MON     
0619+14   BL ORI    
0619+25   VV GEM    
0619+45   BW AUR    
0619+47   GQ AUR    
0620+05   KT MON    
0620+30   QV AUR    
0620+47   AG AUR    
0620+61   V LYN     
0621+05   SW MON    
0621+14   NSV 2967  
0622+30   RT AUR    
0622+30B  66 COMP SE
0622-81   AH MEN    
0623-12   FS CMA    
0624+22   CI GEM    
0624+27   DW GEM    
0625+05   AX MON    
0625+17   OW GEM    
0625+64   RT CAM    
0625+74   SU CAM    
0626+31   AL AUR    
0626+55   7 LYN     
0627+42   RV AUR    
0628+45   TU AUR    
0628-08   Z MON     
0629+00   V492 MON  
0629+08   - MON     
0629+15   W GEM     
0629+26   KN GEM    
0629+38   UU AUR    
0629-18   HS CMA    
0629-43   NU PUP    
0630+18   CT GEM    
0630+26A  BR GEM    
0631+00   CW MON    
0631+18   EQ GEM    
0631+59   U LYN     
0632+01   CX MON    
0632+18   UV GEM    
0632-01   SY MON    
0632-01B  112 COMP W
0633+08   R MON     
0633+08B  NGC 2261  
0633+09   RZ MON    
0633-01   NSV 3057  
0633-29   NSV 3051  
0633-62   NSV 3043  
0634+10   V650 MON  
0634+18   CY GEM    
0634+31   SY GEM    
0634+44A  AA AUR    
0634+44B  114 VAR? S
0634+44C  VAR? SE   
0634-62   RR PIC    
0635+09   S MON     
0635+31   VW GEM    
0635+58   S LYN     
0635+58B  129 COMP W
0635+87   CSV 100754
0636+38   GR AUR    
0637+15   TMZ V12   
0637+25   EPS GEM   
0637+30   DM GEM    
0638-01   BT MON    
0639+09   FX MON    
0639+12   AT GEM    
0639+18   IQ GEM    
0639-42   RV PUP    
0640+13A  UY GEM    
0640+15   UX GEM    
0640+18   RT GEM    
0640+30   X GEM     
0640+30B  115 COMP N
0640+30C  128 COMP S
0640+30D  NSV 3188  
0640+30E  117 COMP S
0640+30F  95 COMP SW
0640-16   HL CMA    
0640-16B  VAR S     
0641+01   NGC 2282  
0641+08   ST MON    
0641+08B  11.7 COMP 
0641+28   IR GEM    
0641+28B  VAR? S    
0641+28C  149 COMP N
0641-36   CH PUP    
0642+01   MR MON    
0642+17   FF GEM    
0642+48   CD AUR    
0643+01   PZ MON    
0643+05   V613 MON  
0643+16   FI GEM    
0643+32   IS GEM    
0645+16   IT GEM    
0645-37   ST PUP    
0645-44   HD 49798  
0646+04   SX MON    
0646+05A  CG MON    
0646+05B  DL MON    
0646+05C  NSV 3239  
0646+34   THETA GEM 
0646-32   KAPPA CMA 
0647+16   KZ GEM    
0647+84   SN 2268   
0647-07   W MON     
0648+32   DN GEM    
0648+46   CE AUR    
0648-04   GY MON    
0650+06   CL MON    
0650+41   UW AUR    
0651+00   TY MON    
0651+06A  CO MON    
0651+06B  NSV 3290  
0651+07   BG MON    
0651+11   Y MON     
0652+03   AZ MON    
0652+06   SAO 114689
0652+31   FW GEM    
0652-08   X MON     
0652-08C  NSV 3299  
0652-09   EQ MON    
0652-10   V644 MON  
0653+06   RV MON    
0653+09   UY MON    
0653+26   SW GEM    
0653+55   R LYN     
0653+87   OV CEP    
0653-08   V523 MON  
0655+10A  BI MON    
0655+10B  NSV 3330  
0655+10C  NSV 3333  
0655+10D  131 COMP E
0655+10F  114 COMP W
0655+10G  113 COMP N
0655+10H  118 * NE  
0655+10I  IY MON    
0655+30   RS GEM    
0656+17   NP GEM    
0656-03   V614 MON  
0656-08   AC MON    
0656-14   RV CMA    
0657-18   SV CMA    
0657-27   SIGMA CMA 
0657-66   T VOL     
0658+12   GH GEM    
0658+12B  GY GEM    
0658+20   ZETA GEM  
0659+10A  BC GEM    
0659+10B  NSV 3369  
0659-11   Z CMA     
0659-23   CG CMA    
0700+37   ET AUR    
0700+46   SN 1998AN 
0700-66   U VOL     
0701+09   V CMI     
0701+09B  109 COMP W
0701+22A  R GEM     
0701+22B  Z GEM     
0701+22C  TW GEM    
0701+22D  NSV 3394  
0701+22E  VAR? SE   
0701+28   AM GEM    
0701-28   UV CMA    
0701-35   NSV 3379  
0702+05   RS MON    
0702-07   RY MON    
0703+10   R CMI     
0703+10B  82 VAR? SW
0703-11   W CMA     
0703-11B  85 COMP NE
0703-11C  SAO 152426
0704+01   AD CMI    
0704+68   AA CAM    
0704-00   V651 MON  
0705+04   WW CMI    
0705-58   AC CAR    
0706+07   WX CMI    
0706-19A  SY CMA    
0706-19B  12.7 COMP 
0706-19C  12.2 COMP 
0707+14   VX GEM    
0707+16   BQ GEM    
0707+17   UZ GEM    
0707-01   AH MON    
0707-72   R VOL     
0708-15   HI CAS    
0709+08   AQ CMI    
0709-25   CO CMA    
0710+26   WZ GEM    
0710+39   HT AUR    
0710+39B  VAR?      
0710+39C  100 COMP N
0710+39D  98 COMP E 
0710+39E  118 COMP E
0710+39F  122 COMP N
0710+39G  124 COMP W
0710+39H  STAR A NW 
0710+39I  110 COMP N
0710+69   RU CAM    
0710+71   S5 0716+71
0710+80   SN 2336   
0710+82   VZ CAM    
0710-26A  OMEGA CMA 
0710-26B  EW CMA    
0710-44   L2 PUP    
0710-45   L1 PUP    
0711+03   WY CMI    
0711+24   RV GEM    
0711-11   RY CMA    
0712+01   RR MON    
0713+02   WZ CMI    
0714+25   BM GEM    
0714-24   TAU CMA   
0714-26   WZ CMA    
0715-19   NSV 3539  
0716+28   AW GEM    
0717+13   V GEM     
0717-14   TW CMA    
0717-25   T CMA     
0717-25B  MZ CMA    
0718+09   ZZ CMI    
0718+15   OT GEM    
0718-25   VY CMA    
0718-25B  NSV 3564  
0719+27   IOTA GEM  
0719+33   XX GEM    
0719+33B  VAR? SE   
0719+47   SN UGC3845
0719-03   BS MON    
0720+46   Y LYN     
0720-02   V686 MON  
0720-03   BX MON    
0720-03B  VAR MON   
0720-05   TT MON    
0720-05B  10.9 COMP 
0720-16   FW CMA    
0721+40   NEW UG AUR
0721+41   VX AUR    
0721+48   NSV 3597  
0721-03   V467 MON  
0721-06   GI MON    
0721-07   V694 MON  
0722+40   HM AUR    
0722-25   SS CMA    
0722-25B  VZ CMA    
0723-09   SAO 134724
0724-04   RX MON    
0724-04B  VAR NW    
0724-25   LSS 437   
0725+06   SV CMI    
0725+24   NQ GEM    
0725-19   CL PUP    
0726+10   BG CMI    
0726-09   U MON     
0726-09B  66 COMP SW
0727+08   S CMI     
0727+08B  100 VAR? N
0727-19   VW PUP    
0727-34   RY PUP    
0728+11   T CMI     
0728+11B  NSV 3643  
0728+11C  134 COMP S
0728+32   YY GEM    
0728-20A  X PUP     
0728-20B  Z PUP     
0728-21   VX PUP    
0729-14   KQ PUP    
0730+00   AI CMI    
0731+17   BN GEM    
0731-73   S VOL     
0732+17   OI+158    
0732+34   ST GEM    
0732-46   PP PUP    
0733+36   RU LYN    
0733+36B  135 COMP S
0734+01   PKS0736+01
0734-00A  GK MON    
0734-00B  V470 MON  
0734-00C  VAR N     
0734-00D  133 COMP E
0734-28   VZ PUP    
0735+08   U CMI     
0735+20   Y GEM     
0736-31   R PUP     
0737+23   S GEM     
0737+23B  VAR? N    
0737+29   SIGMA GEM 
0737-10   SU MON    
0737-25   WX PUP    
0738-12   GL PUP    
0739+03   YZ CMI    
0739+14   BE GEM    
0739+31   AU GEM    
0739-13   UX PUP    
0740+73   SN 2441   
0741-12   UY PUP    
0741-39   RZ PUP    
0741-62   IY CAR    
0742-26   SS PUP    
0742-41   W PUP     
0742-52   V436 CAR  
0743+23   T GEM     
0743-25   AD PUP    
0743-48   S PUP     
0744-23   BV PUP    
0744-23B  BV PUP A  
0744-40   T PUP     
0745+15   PQ GEM    
0746+03   BC CMI    
0746+60   SBS0755+60
0747+01B  AE CMI    
0747+13   TASVJ0752+
0748+01   VX CMI    
0748+63   RXJ0757.0+
0749+22   U GEM     
0749+22B  NSV 3808  
0749-31   HS PUP    
0750-24   BX PUP    
0750-27   ET PUP    
0750-77   V CHA     
0751+20   OI090.4CNC
0751+21   XY GEM    
0751-28   HU PUP    
0751-29   QV PUP    
0752+73   SW CAM    
0753+16   DW CNC    
0753+20   BP GEM    
0753-43   SU PUP    
0753-51   HD 65425  
0753-58   V341 CAR  
0754-04   BC MON    
0754-28   AQ PUP    
0754-39   AP PUP    
0754-43   ?? PUP    
0756-05   BD MON    
0756-12   U PUP     
0757+36   SV LYN    
0759+85   FF CEP    
0759-28   HZ PUP    
0759-36   AR PUP    
0801+31   VZ GEM    
0801+65   RZ UMA    
0801-38   RT PUP    
0802-28   WRAY15-157
0803+14   ST CNC    
0803+14B  125 COMP W
0803+14C  129 COMP W
0803+14D  STAR C    
0803+19   RV CNC    
0803+62   SU UMA    
0803-22   RU PUP    
0804+28   YZ CNC    
0804+28B  132 COMP  
0804+28C  128 COMP  
0804+28D  133 COMP  
0804+28E  117 VAR? W
0805+19   VV CNC    
0805+23   RR CNC    
0805+23B  VAR? SW   
0805-35   FK PUP    
0805-43   BK VEL    
0805-46   BL VEL    
0806-37   AS PUP    
0806-43   NSV 3933  
0807+14   SU CNC    
0807-34   V351 PUP  
0807-43   NSV 3936  
0807-47   AX VEL    
0808+08   TV CNC    
0808+10   VW CNC    
0808+25   RX CNC    
0808+37   RT LYN    
0808-30   LS 992    
0808-34   Y PUP     
0808-35   CP PUP    
0808-35B  COMPAN. CP
0808-36   AT PUP    
0808-46   AH VEL    
0809-24   CD PUP    
0809-26   DY PUP    
0809-34   RS PUP    
0809-76   Z CHA     
0809-76B  CPD-76 499
0809-76C  - CHA     
0810+40   W LYN     
0810-18   VV PUP    
0810-41   RX PUP    
0810-44   AI VEL    
0810-47   BN VEL    
0811+12   R CNC     
0811+12B  81 VAR? E 
0811+12C  73 COMP S 
0812+11   BD 12 1812
0812-13   SV PUP    
0812-48   IX VEL    
0813-34   TU PUP    
0814+03   RY HYA    
0814+73   Z CAM     
0814-35   NSV 3997  
0815+14   SZ CNC    
0815+51   BH LYN    
0816+05   FZ HYA    
0816+15   Z CNC     
0816+17   V CNC     
0816+17B  119 VAR? E
0816+17C  VAR? NE   
0816+17D  93 COMP N 
0816+33   T LYN     
0817-10   GG HYA    
0817-10B  GG HYA A  
0819+35   X LYN     
0819+35B  VAR NE    
0819-08   FK HYA    
0819-60   NSV 4052  
0821+13   BP CNC    
0821+21   SN 1999AA 
0821+73   FBS0827+73
0822+25   AT CNC    
0822+61   OMI UMA   
0824-05   RT HYA    
0824-76   R CHA     
0825-30   U PYX     
0826-59   V CAR     
0827-27   AS 201    
0828-44   CT VEL    
0829+20   DE CNC    
0829+53   SW UMA    
0829+53B  VAR? NW   
0829+53C  STAR E    
0829+53E  SUS RIP NW
0829+53F  138 COMP N
0829+53G  143 COMP N
0829+53I  139 COMP N
0829+53J  NSV 4147  
0829+53K  EQ UMA    
0829-59   IZ CAR    
0830+13   UY CNC    
0830+19   U CNC     
0830+21   CC CNC    
0830-76   W CHA     
0831+26   AA CNC    
0831+48   EI UMA    
0833+21   UV CNC    
0833+50   X UMA     
0833-36   NSV 4154  
0833-43   RZ VEL    
0833-46   EN VEL    
0833-47   BB VEL    
0833-59   KK CAR    
0834-09   RV HYA    
0834-47   T VEL     
0835+10   VZ CNC    
0835-16   AK HYA    
0836+79   RS CAM    
0837+20   XX CNC    
0837+28   EG CNC    
0838-47   EP VEL    
0839-32   NSV 4223  
0840-47   SW VEL    
0841-27   R PYX     
0841-46   SX VEL    
0845+03   CT HYA    
0846+28   BO CNC    
0846+58   BZ UMA    
0846+58B  VAR SW    
0848+03   S HYA     
0848-76   - CHA     
0849+11   AK CNC    
0849+17   X CNC     
0849+20   OJ 287 CNC
0849-34   V PYX     
0850-08   T HYA     
0850-08B  VAR? SE   
0850-08C  VAR? NE   
0850-08D  115 VAR? W
0851+20   T CNC     
0852+11   RT CNC    
0852-02   WW HYA    
0853+14   NSV 4331  
0853+18   HR 3577   
0853-00   TU HYA    
0853-58   KW CAR    
0854-24   VZ PYX    
0854-41   CU VEL    
0855+18   SY CNC    
0855+18B  115 COMP N
0855+18C  121 COMP S
0855+18D  VAR? NW   
0855-52   CQ VEL    
0856+40   BI LYN    
0856+41   BP LYN    
0857+38   SAO 61226 
0857+39   UX LYN    
0857+60   TT UMA    
0857+60B  SN 2726   
0857-59   AL CAR    
0858+21   TZ CNC    
0900-24   S PYX     
0900-31   T PYX     
0900-31B  VAR W     
0900-58   KZ CAR    
0901+51   V UMA     
0904+19   RXJ0909.8+
0904+25   W CNC     
0904+25B  136 VAR? W
0904+31   RS CNC    
0905+07   SN 2775   
0905+51   DI UMA    
0905+67   RX UMA    
0905-65   LM CAR    
0908+57   NSV 4427  
0908-13   WX HYA    
0908-43   SY VEL    
0909-06   MM HYA    
0910+29   TMZ V36   
0911+51   RT UMA    
0911-04   UZ HYA    
0912-29   X PYX     
0913-65   RU CAR    
0914+34   BK LYN    
0914+57   CG UMA    
0914-28   Y PYX     
0915+00   IN HYA    
0916+31   AR CNC    
0916-27   RS PYX    
0916-49   RW VEL    
0918-29   RV PYX    
0918-52   WY VEL    
0918-68   RW CAR    
0920-23   IL HYA    
0920-48   RS VEL    
0921+14   NSV 4490  
0922+36   RS LMI    
0922-29   RW PYX    
0923-53   GL VEL    
0924+21A  TU LEO    
0924+21B  138 VAR? W
0924-51   NSV 4499  
0924-63   IW CAR    
0925+50   UMA 6     
0925-51   Y VEL     
0925-62   MN CAR    
0926-73   UU CAR    
0927+20   AB LEO    
0927-61   KR CAR    
0928-56   N VEL     
0929-62   R CAR     
0930-14   X HYA     
0931+78   Y DRA     
0931-39   RR ANT    
0932-53   UU VEL    
0932-59   H CAR     
0933-20   ST HYA    
0934-44   CC VEL    
0934-53   N? VEL 87 
0937+20   RS LEO    
0937+54   YY UMA    
0937-48   KM VEL    
0937-62   NSV 4581  
0939+05   SN 2962   
0939+34   R LMI     
0939+34B  VAR? NW   
0939+34C  132 COMP E
0939+52   ER UMA    
0939-22   AD HYA    
0939-45   FI VEL    
0940+45   DV UMA    
0940-23   RR HYA    
0940-62   NT CAR    
0940-63   KL CAR    
0941+33   HD 84615  
0941-05   TT SEX    
0941-37   NSV 4617  
0942+11   R LEO     
0942+11B  88 VAR? NE
0942+11D  77 COMP S 
0942+11E  75 COMP S 
0942+11F  97 COMP SE
0942-62   L CAR     
0943-48   FL VEL    
0944+12   NSV 4637  
0944+40   NSV 4641  
0944-41   CE VEL    
0945+12   X LEO     
0945+12B  VAR? SW   
0945+12C  VAR? SE   
0945+12D  VAR? NW   
0945+34   RZ LMI    
0945+34B  SN 3021   
0945-01   W SEX     
0945-23   AG HYA    
0946+27   Z LEO     
0946-22   Y HYA     
0946-41   SU VEL    
0946-44   SZ VEL    
0946-51   DW VEL    
0947+35   S LMI     
0947+69   SN 3031   
0947+69B  D VAR NW  
0947+69C  VAR? S    
0947-23   DL HYA    
0948+10   DV LEO    
0948+36   U LMI     
0948-49   DY VEL    
0949+01   SN 3044   
0949+50   SY UMA    
0949-52   FP VEL    
0949-53   Z VEL     
0949-62   KM CAR    
0950-24   IX HYA    
0951-41   X VEL     
0951-49   EE VEL    
0951-58   C CAR     
0952-57   GX CAR    
0954+21   V LEO     
0954+25   NSV 4696  
0954-58   RR CAR    
0954-61   NSV 4688  
0955-50   FR VEL    
0955-63   RV CAR    
0956+34   RU LMI    
0956+66   PG1000+667
0956-59   SZ CAR    
0958+14   RY LEO    
0958+14B  115 COMP W
0958-62   GY CAR    
0959+68   CH UMA    
0959-46   NSV 4721  
1000-70   KN CAR    
1002+17   DD LEO    
1002+20   YY LEO    
1002-29   X ANT     
1003-52   CM VEL    
1004-69   OY CAR    
1005+03   Z SEX     
1005-37   R ANT     
1006-10   NSV 4773  
1006-61   S CAR     
1006-61B  V337 CAR  
1006-64   KO CAR    
1007+73   CP DRA    
1007-09   RT SEX    
1007-57   NSV 4775  
1008+60   U UMA     
1008+73   SN 3147   
1008-57   QY CAR    
1009+03   SN 3169   
1009+73   DH DRA    
1009-44   MM VEL    
1010+31   RW LMI    
1010-02   SW SEX    
1010-58A  Z CAR     
1010-58B  AF CAR    
1010-60   SU CAR    
1011+72   CI UMA    
1011-53   W VEL     
1013-49   XZ VEL    
1014+20   AD LEO    
1014+20B  NSV 4823  
1014+53   SBS1017+53
1014-08   RW SEX    
1015-60   AP CAR    
1016-34   V ANT     
1016-54   RY VEL    
1016-59   EV CAR    
1017+30   RV LMI    
1017+44   NSV 4838  
1017-34   AC ANT    
1017-60   HQ CAR    
1017-61   TT CAR    
1018+14   U LEO     
1018+20   NGC 3227  
1018+34   SAO 62021 
1018-06   X SEX     
1018-60   AQ CAR    
1019-59   HR CAR    
1020-59   CK CAR    
1021-35   VZ ANT    
1021-59   AT CAR    
1022-61   AU CAR    
1023-59   UW CAR    
1024+30   NSV 4874  
1024-58   YZ CAR    
1024-58B  EP CAR    
1026-46   RT VEL    
1027+59   DW UMA    
1028+31   SS LMI    
1028-61   UY CAR    
1029+00   S SEX     
1029-83   X OCT     
1030+37   SN 3294   
1030-39   U ANT     
1030-53   TV VEL    
1031-60   TU CAR    
1032+54   SN 3310   
1032-11   FF HYA    
1032-12   U HYA     
1032-60   UZ CAR    
1032-70   RZ CAR    
1033-56   LS 1698   
1034+68   - UMA     
1035-60   HW CAR    
1035-79   RX CHA    
1036+32   RX LMI    
1036-54   UX VEL    
1037+04   NSV 4945  
1037+58   TMZ V85   
1037+69   R UMA     
1037-58   FU CAR    
1038+67   VY UMA    
1039+26   W LMI     
1040+55   SV UMA    
1040+63   SN 3359   
1040-55   SV VEL    
1040-57   VY CAR    
1040-58   RT CAR    
1041+12   SN 1998BU 
1041+14   SN 3367   
1041+17   SN 3370   
1041-55   AD VEL    
1041-59   ETA CAR   
1042-57   SX CAR    
1042-58   BO CAR    
1042-65   TZ CAR    
1043+36   NSV 4977  
1043-40   CH VEL    
1044-53   WX VEL    
1045-54   UZ VEL    
1045-56   VV VEL    
1045-78   ST CHA    
1046-20   V HYA     
1046-28   RS HYA    
1046-59   IX CAR    
1047-58   FI CAR    
1047-58B  WW CAR    
1047-59   VZ CAR    
1048+14   W LEO     
1048+27   SN 3451   
1048+72   VX UMA    
1048-52   SS VEL    
1048-56   AG VEL    
1048-72   TY CAR    
1049+30   SX LMI    
1049+37   EL UMA    
1049-52   RU VEL    
1049-58   WX CAR    
1050+06   VY LEO    
1050-40   GN VEL    
1050-48   KV VEL    
1050-60A  WZ CAR    
1050-60B  CL CAR    
1050-61   BZ CAR    
1051+50   CY UMA    
1051-59   T CAR     
1052+70   VW UMA    
1052-36   UX ANT    
1052-59   AG CAR    
1052-60   IO CAR    
1053+55   NSV 5035  
1053-28   EC10560-29
1053-59   U CAR     
1053-64   XX CAR    
1055+56   NSV 5053  
1055-17   R CRT     
1057+62   ALPHA UMA 
1058+29   SN 3510   
1058+38   MARK 421  
1058+45   AN UMA    
1058-02   SX LEO    
1058-21   TU CRT    
1058-63   XY CAR    
1058-72   PR CAR    
1058-73   PS CAR    
1059-66   KV CAR    
1100+25   ST LMI    
1100+44   WX UMA    
1100+44B  WX UMA B  
1100-60   XZ CAR    
1100-60B  CH CAR    
1101+02   -LEO1     
1101+49   CV UMA    
1101-68   QU CAR    
1102+02   PG1104+02 
1102-54   RW CEN    
1103+72   NGC 3516  
1103-61   RS CAR    
1104-60   V432 CAR  
1105+06   S LEO     
1105+55   TASV1108+5
1105+56   NGC 3556  
1105-35   V433 CEN  
1105-58   ER CAR    
1107-06   U CRT     
1107-06B  127 COMP S
1107-35   V434 CEN  
1108-28   FP HYA    
1109-25   HY HYA    
1109-37   V436 CEN  
1109-57   GK CAR    
1110+43   AR UMA    
1110-00   TT LEO    
1110-59   FR CAR    
1110-61   DH CAR    
1110-76   YY CHA    
1111-57   SY CAR    
1112+32   XI UMA    
1112-21   RX CRT    
1112-69   DI CAR    
1114+66   SZ UMA    
1115+13   SN 3627   
1115+13B  NGC 3627  
1115-61   RY CAR    
1115-61B  STAR NE   
1116-60   V779 CEN  
1116-61   RS CEN    
1116-75   BX CHA    
1118+17   TZ LEO    
1120-35   V442 CEN  
1120-60   AY CEN    
1120-68   GU MUS    
1121-25   HZ HYA    
1121-76   Y CHA     
1122+15   AF LEO    
1122+45   ST UMA    
1122+59   SN 1998T  
1123+29   SN 3687   
1125+69   LAMBDA DRA
1126-11   RR CRT    
1127-58   OMI1 CEN  
1127-64A  SY MUS    
1129+23   AO LEO    
1129-11   TT CRT    
1132+02   RZ LEO    
1132+02B  125 COMP S
1133+03   T LEO     
1134-61   HD 101390 
1135+11   AI LEO    
1135+12   SN 3810   
1135+13   AK LEO    
1135+76   CT DRA    
1136+39   RU UMA    
1136+39B  VAR? E    
1136-62   UZ CEN    
1137+72   DO DRA    
1137-62   V772 CEN  
1139-60   MT CEN    
1140+36   TV UMA    
1140+48   SN 1998S  
1140-03   TW VIR    
1140-03B  VAR? NW   
1141+58   WW UMA    
1141-62   V830 CEN  
1142+44   AZ UMA    
1143-61   V801 CEN  
1144-41   X CEN     
1144-62   BK CEN    
1146-05   TY VIR    
1146-10   RU CRT    
1146-41   V422 CEN  
1147+38   NSV 5374  
1147+49   BC UMA    
1147-66   GQ MUS    
1148-58   AD CEN    
1150-58   W CEN     
1151+16   WX LEO    
1151+55   SN 1998AQ 
1151+58   Z UMA     
1151+58B  72 COMP E 
1151+58C  83 COMP SE
1151-65   N MUS 98  
1152-78   T CHA     
1153+44   NGC 4013 *
1154+19   GK COM    
1154+29   4C 29.45  
1154+29B  VAR? SE   
1154-18   SN 1996W  
1155-09   SV VIR    
1155-18   TW CRV    
1156+09   X VIR     
1156-18   SN 4038   
1156-31   NSV 5428  
1157+62   SN 4041   
1157-63   Y CRU     
1158+44   NGC 4051  
1159+03   TZ VIR    
1159+19   R COM     
1159-05   RX VIR    
1200+12   SU VIR    
1200+12B  100 COMP S
1200-61   DI CRU    
1201+44   SU CVN    
1202-06   RW VIR    
1202-43   V650 CEN  
1204+20   SW COM    
1204+58   TZ UMA    
1204-44   RU CEN    
1205+20   SY COM    
1205+39   NGC 4151  
1205+39B  115 COMP N
1205-61   CP CRU    
1205-63   Z CRU     
1206-58   W CRU     
1207-43   MU CEN    
1207-49   V368 CEN  
1207-69   S MUS     
1209-05   T VIR     
1209-50   TV CEN    
1210+53   EG UMA    
1210+57   DELTA UMA 
1210-50   V493 CEN  
1211-55   BH CRU    
1212-45   V370 CEN  
1212-62   SU CRU    
1212-63   AO CRU    
1212-67   EPS MUS   
1213+22   TW COM    
1213+40   NSV 5543  
1214+02   SNMGC 32 1
1214+49   SAO 44127 
1214-18   R CRV     
1215+61   RY UMA    
1215-08   CH VIR    
1215-17   TV CRV    
1215-44   V372 CEN  
1215-48   SX CEN    
1215-59   NSV 5568  
1215-61   T CRU     
1216+28   W COM     
1217+16   SN 4321   
1217-62   BI CRU    
1218+43   AI CVN    
1218-35   XZ CEN    
1218-48   V428 CEN  
1218-61   R CRU     
1219+06   FK VIR    
1219-48   S CEN     
1220+01   SS VIR    
1220+13   SN 4374   
1220+43   HD 108100 
1220-45   V373 CEN  
1220-59   ST CRU    
1221+15   SN 4419   
1221+31   SN 4414   
1221+69   SS DRA    
1221-62   BP CRU    
1222+09   SN 4411B  
1222+19   TV COM    
1222-58   BL CRU    
1224+02   3C 273 VIR
1224+02B  129 COMP  
1224-22   SN 1998BN 
1225+04   BK VIR    
1225+32   T CVN     
1225+69   CQ DRA    
1225-63   AP CRU    
1226+01   SN 4493   
1226+12   CV VIR    
1226+29   SN 4495   
1226-57   U CRU     
1226-57B  VAR CRU   
1226-57C  U CRU P   
1226-58   BG CRU    
1227+14   AL COM    
1227-17   VAR CRV   
1228+07   CI VIR    
1228+08   NSV 5717  
1228-03   Y VIR     
1228-54   U CEN     
1229+02   SN 4536   
1229+03   SN 4527   
1229+08   SN 4526   
1229+38   AM CVN    
1229-17   U CRV     
1229-64   RT CRU    
1229-67   BO MUS    
1230-53   AL CEN    
1230-54   YY CEN    
1230-54B  VAR SE    
1231+12   SN 4564   
1231+60   T UMA     
1231+60B  107 VAR? E
1232-16   S CRV     
1233+07   R VIR     
1233+12   SN 4579   
1233+66   RV DRA    
1233+66B  92 COMP S 
1234+21   IR COM    
1234+59   RS UMA    
1234+60   NSV 5827  
1235+56   Y UMA     
1235-17A  V CRV     
1235-17B  VAR? SE   
1235-59   AG CRU    
1236-33   V591 CEN  
1236-34   V451 CEN  
1236-59   CH CRU    
1236-68   R MUS     
1236-68B  EG MUS    
1237+13   SN 4639   
1237-53   UW CEN    
1237-68   V? MUS    
1238-62   CD CRU    
1238-68   HD 110716 
1238-68B  HD 110717 
1239+37   TX CVN    
1239+37B  103 COMP N
1239+41   NSV 5902  
1239+61   S UMA     
1239+61B  VAR? SE   
1240+45   Y CVN     
1240-58   X CRU     
1241+55   SN 4675   
1241-11   SN 4680   
1241-59   ESB 365   
1242+04   RU VIR    
1242+38   U CVN     
1242-69   RV MUS    
1243-02   SN 4691   
1243-61   RX CRU    
1244-08   SN 4699   
1244-14   SV CRV    
1245+49   NSV 5976  
1245-29   CM HYA    
1246+06   U VIR     
1247+69   SAO 15921 
1247-00   SN 4753   
1247-28   EX HYA    
1247-69   EF MUS    
1248-57   S CRU     
1248-68   NSV 6021  
1249+56   EPS UMA   
1250+03   SAO 119665
1250+27   REJ1255+26
1250+47   TU CVN    
1250+47B  62 VAR?   
1250-57   V CRU     
1250-60   VAR CRU   
1251+27   GO COM    
1251-32   V485 CEN  
1252+66   RY DRA    
1253+08   CN VIR    
1253+23   T COM     
1253-05   3C 279 VIR
1254+28   SN 4874   
1254+38   TT CVN    
1255+14   SN 4902   
1255+28   X COM     
1255-17   BZ VIR    
1256-59   V888 CEN  
1256-63   LS 2883   
1256-64   X MUS     
1257+05   RT VIR    
1257-29   SW HYA    
1258+07   CO VIR    
1258-55   AF CEN    
1259-07   SN 4948   
1259-64A  Y MUS     
1300+18   GP COM    
1301+23   FS COM    
1301-04   NSV 6095  
1301-05   YY VIR    
1302-12   RV VIR    
1302-12B  ? VIR     
1303-04   - VIR     
1303-56   CS CEN    
1303-59   WW CEN    
1305+18   ALPHA COM 
1305+32   AU CVN    
1305+47   SY CVN    
1306+37   SN 5005   
1306-62   WX CEN    
1307-01   SAO 139219
1307-56A  AW CEN    
1307-56B  DF CEN    
1307-60   NN CEN    
1308+36   SN 5033   
1308-02   SW VIR    
1310-36   NSV 6160  
1310-44   UY CEN    
1311+07   FH VIR    
1311+42   SN 5055   
1311-55   VAR? CEN  
1311-61   V396 CEN  
1312-26   SN 5061   
1312-83   U OCT     
1313-60A  TT CEN    
1313-60B  V398 CEN  
1313-73   T MUS     
1314-55   V840 CEN  
1315+02   HV VIR    
1315+46   V CVN     
1315+46B  69 COMP N 
1315+46C  78 COMP NE
1315-57   NS CEN    
1315-60   UU CEN    
1316+44   AV CVN    
1316-19   NSV 6206  
1317-41   V803 CEN  
1318+47   HD 116475 
1318-64   U MUS     
1319-42   SN 5128   
1319-42B  VAR CEN A 
1319-53   DY CEN    
1320-02   W VIR     
1320-46B  V1OMECEN  
1320-46C  V2OMECEN  
1320-46D  V17OMECEN 
1320-46E  V29OMECEN 
1320-46F  V53OMECEN 
1320-46G  V138OMECEN
1320-46H  V148OMECEN
1320-46I  V162OMECEN
1320-46J  V164OMECEN
1321+55   G UMA     
1322+62   RR UMA    
1322-02   V VIR     
1322-61   J CEN B   
1324-22   R HYA     
1324-77   S CHA     
1325+41   VX CVN    
1325+47   SN 5194   
1325-23   SS HYA    
1325-54   BV CEN    
1326-29   LY HYA    
1327-06   S VIR     
1327-06B  61 VAR? NW
1328-24   RW HYA    
1329-12   NSV 6316  
1330+08   FP VIR    
1330-53   CC CEN    
