2050+17B  VAR? SW   
2050+17C  STAR SW   
2050+17D  113 COMP E
2050+27   32 VUL    
2050+28   BW VUL    
2050+30A  UX CYG    
2050+30B  AP CYG    
2050+30C  99 VAR? S 
2050+43   V348 CYG  
2051+26   UY VUL    
2051+44   V1711 CYG 
2051-40   RY MIC    
2052+15   NSV 13430 
2052+23   UZ VUL    
2052+33   AQ CYG    
2052+47   MWC 358   
2053+25   VW VUL    
2053+30   AS CYG    
2053+32   AT CYG    
2053+39   VX CYG    
2053-07   VV AQR    
2053-15   AB CAP    
2053-75   AO OCT    
2054+35   V450 CYG  
2054+46   AZ CYG    
2055+13   SW DEL    
2055+26   TAVJ2059+2
2055+43   V1057 CYG 
2055+43B  126 COMP E
2055+47   DH CYG    
2055-01   VW AQR    
2056+42   TX CYG    
2056+47   V832 CYG  
2056-27   RR CAP    
2056-49   RZ IND    
2057+22   NSV 13475 
2057+44   CO CYG    
2057+49   V1331 CYG 
2057+75   NSV 13442 
2057-82   T OCT     
2058+30   DI CYG    
2058+34   V523 CYG  
2058+45   V407 CYG  
2058-33   X MIC     
2059+23A  R VUL     
2059+23B  VZ VUL    
2059+23C  DY VUL    
2100+33   GQ CYG    
2100+36   GR CYG    
2100+39   VY CYG    
2100+42   V1059 CYG 
2100+67   NSV 13489 
2100-34   Y MIC     
2101+00   EV AQR    
2101+29   TW CYG    
2101+65   FX CEP    
2101-01   TX AQR    
2101-16   RS CAP    
2101-24   V CAP     
2102+30   DT CYG    
2102+45   V1225 CYG 
2102-21   X CAP     
2103+31   CT CYG    
2103+36   V1060 CYG 
2103+36B  V1804 CYG 
2103+82   X CEP     
2103-05   BK AQR    
2103-40   AK MIC    
2104+05   RR EQU    
2104+08   Z EQU     
2104+08B  VAR? N    
2104+15   TZ PEG    
2104+29   V389 CYG  
2104+36   V1062 CYG 
2104+45   V358 CYG  
2105+12   AM PEG    
2105+25   DZ VUL    
2105+26   WX VUL    
2105+37   LD 42     
2105+47   V573 CYG  
2105+58   UY CEP    
2105+58B  VAR? NE   
2105+87   X UMI     
2105+87B  11.6? UMI 
2105-04   RS AQR    
2105-16   Z CAP     
2106+12   AN PEG    
2106+30   V360 CYG  
2106+46   V577 CYG  
2106-09   VY AQR    
2107+12   NEW UG PEG
2107-14   RX AQR    
2107-53   W IND     
2107-59   EUVEJ2115-
2108+12   R EQU     
2108+18   AS PEG    
2108+28   CZ CYG    
2108+28B  119 VAR? E
2108+36   DU CYG    
2108+36B  117 COMP N
2108+47   V1500 CYG 
2108+47B  9.0 COMP  
2108+68   T CEP     
2108+68B  NSV 13565 
2108+68C  75 COMP E 
2108+68D  SUSP KIS  
2108+68E  71 COMP SW
2108+68F  NSV 13560 
2109-02   BL AQR    
2109-03   RR AQR    
2109-43   RR MIC    
2110+08   RV EQU    
2110+08B  T EQU     
2110+13   EF PEG    
2110+59   NSV 13609 
2111+37   V479 CYG  
2111+43   V1554 CYG 
2111-02   AC AQR    
2113+07   RU EQU    
2113-45   T IND     
2114+23   NSV 13653 
2114+28   BB CYG    
2114+45   V592 CYG  
2115+41   BH CYG    
2115+46   CE CYG    
2115-70   Y PAV     
2116+14   X PEG     
2116+55   FZ CEP    
2116+60   NSV 13656 
2116+62   ALPHA CEP 
2116-14   CV AQR    
2116-14B  127 VAR? E
2116-15   T CAP     
2116-42   W MIC     
2117+21   SW PEG    
2117+31   V363 CYG  
2117+61   LO CEP    
2117-03   DL AQR    
2117-41   V MIC     
2118+00   RW AQR    
2118+40   V1070 CYG 
2118+41   YY CYG    
2119-69   SX PAV    
2120+37   V473 CYG  
2120-30   S MIC     
2120-30B  97 COMP NE
2121+77   GH CEP    
2122+08   EG PEG    
2122+16   TV PEG    
2122+34   V1666 CYG 
2123+62   SW CEP    
2123-54   X IND     
2124+17   AP PEG    
2124+21   NSV 13740 
2124+59   NSV 13729 
2125+26   SN 1998EY 
2125+30   GS CYG    
2125+46   BK CYG    
2125+54   NSV 13745 
2125+69   AX CEP    
2125-03   VZ AQR    
2125-03B  130 VAR? S
2126+10   UU PEG    
2126+43   V1566 CYG 
2126-42   CI GRU    
2127+46   BL CYG    
2127+70   BETA CEP  
2128+75   EI CEP    
2128-14   Y CAP     
2129+02   WW AQR    
2129+45   NSV 13784 
2129+53   NSV 13781 
2130+27   FZ PEG    
2130+38   V1426 CYG 
2130+45   RHO CYG   
2130+48   V1081 CYG 
2130-14   UU CAP    
2131+39   V632 CYG  
2131+39B  STAR B E  
2131+40   V630 CYG  
2131+40B  STAR S    
2131+40C  V1338 CYG 
2132+31   AB CYG    
2132+44   W CYG     
2132+44B  66 COMP NE
2133+44   CP CYG    
2133+67   NSV 13807 
2134+45   V1568 CYG 
2134+47   V637 CYG  
2134+57   GL CEP    
2135+42   UU CYG    
2135+44   V539 CYG  
2136+02   S190      
2136+53   NSV 13832 
2136+56   GS 2138+56
2136+78   S CEP     
2136-48   RS GRU    
2137+35   V460 CYG  
2137+42   Q CYG     
2137+48   V1251 CYG 
2137+49   V410 CYG  
2137+53   RU CYG    
2137-53   Y IND     
2138+22   VX PEG    
2138+31A  V1760 CYG 
2138+31B  VAR B CYG 
2138+43   SS CYG    
2138+43B  V1668 CYG 
2138+43C  VAR? NW   
2138+43D  123 COMP N
2138+43E  113 COMP E
2138+43F  114 COMP E
2138+43G  120 COMP W
2138+43H  NSV 13834 
2138+43I  84 COMP NE
2138+43J  OME'S *   
2138+43K  80 COMP SE
2138+44   V1571 CYG 
2138+45   V1339 CYG 
2138+53   NSV 13852 
2139+09   EPS PEG   
2139+37   RV CYG    
2139+37B  VAR? CYG  
2139+40   NSV 13857 
2140+12   TU PEG    
2140+24   RR PEG    
2140+37   V1341 CYG 
2140+45   HD 206635 
2140+58   MU CEP    
2140-72   AY IND    
2141+46   BN CYG    
2141+48   V1089 CYG 
2141-36   RY PSA    
2142+23   DX PEG    
2142+47   LP CYG    
2142-47   R GRU     
2143+06   EV PEG    
2143+73   PQ CEP    
2144+20   HO PEG    
2144+43   WY CYG    
2144+43B  130 VAR SE
2144+43C  92 COMP NE
2144+43D  91 COMP SE
2144+43E  84 COMP SW
2144+64   RT CEP    
2145+16   NSV 13891 
2146+12   AG PEG    
2146+19   HR 8248   
2147+13   LS PEG    
2147+42   VZ CYG    
2148+49   GU CYG    
2148+70   VZ CEP    
2149+48   LS CYG    
2149+48B  BP CYG    
2149+48C  113 VAR? S
2149+49   LT CYG    
2150+52   MWC 645   
2150-69   RW IND    
2151+22   RX PEG    
2151+47   LV CYG    
2151+50   LW CYG    
2151+51   BQ CYG    
2152+35   WW PEG    
2152+47A  LX CYG    
2152+47B  LY CYG    
2152+47C  VAR? SE   
2152+47D  COMP A    
2152+47E  STAR NE   
2152+64   MWC 381   
2152-15   OX-192 CAP
2153+49   MM CYG    
2153+51   V1404 CYG 
2153+63   VV CEP    
2153-30   PKS2155-30
2154+45A  MP CYG    
2154+45B  VAR CYG   
2154+52   MQ CYG    
2154+60   IR CEP    
2154+63   Q1995/033 
2155+05   NSV 13992 
2155+23   NSV 13991 
2155+45A  GW CYG    
2155+45B  MS CYG    
2155+48A  FG CYG    
2155+48B  NSV 13967 
2155+86   TY CEP    
2156+05   V PEG     
2156+32   WY PEG    
2156+42   BG LAC    
2156+48   NSV 13994 
2156-28   U PSA     
2157+01   VY PEG    
2157+34   WZ PEG    
2157-17   U AQR     
2157-31   TT PSA    
2158+13   DG PEG    
2158+13B  106 COMP N
2158+13C  116 COMP E
2158+31   OY-302 PEG
2158+41   BL LAC    
2158+48   GY CYG    
2158+48B  118 COMP N
2158+56   YY CEP    
2158-28   S PSA     
2158-75   V OCT     
2159+27   TW PEG    
2159+27B  81 COMP SE
2159+27C  83 COMP   
2159+34   RT PEG    
2159+34B  111 COMP W
2159+34C  98 COMP NW
2159+35   UV PEG    
2159+54   IU CEP    
2159+69   BH CEP    
2200-67   SS IND    
2201+33A  RY PEG    
2201+33B  RZ PEG    
2201+34A  SV PEG    
2201+34B  SY PEG    
2201+34C  VAR?      
2201+46   HK LAC    
2201+46B  HT LAC    
2201+51   PS LAC    
2201+53   IV CEP    
2201+53B  125 COMP S
2202+11   IU PEG    
2202+17   NSV 14039 
2202+28   AZ PEG    
2202+34   SZ PEG    
2202+47B  CT LAC    
2203+37   W LAC     
2203+37B  107 VAR? N
2203+46   AQ LAC    
2203+47   AP LAC    
2203+59   TASV2204+5
2203-04   UU AQR    
2203-47   NGC 7213  
2204+12   T PEG     
2204+45   AR LAC    
2204+53   2206+54CEP
2205+50   Y LAC     
2205+55   EE CEP    
2206+13   Y PEG     
2206+72   DM CEP    
2207+14   RS PEG    
2207+54   AB CEP    
2208+38   DH LAC    
2208+43A  RS LAC    
2208+43B  RY LAC    
2208+56   CU CEP    
2209+12   RU PEG    
2209+12B  VAR? SE   
2209+12C  95 COMP SE
2209+56   N? CEP 83 
2209-80   EPS OCT   
2210+26   AI PEG    
2210+54   KM LAC    
2210+62   SY CEP    
2212+55   CP LAC    
2212-08   FO AQR    
2212-30   R PSA     
2213+02   UW PEG    
2213+13   TX PEG    
2213-21   X AQR     
2214+43   V366 LAC  
2214+56   YZ CEP    
2214+56B  106 COMP  
2214+69   BO CEP    
2214-60   AA TUC    
2215+01   HL AQR    
2215-61   UU TUC    
2216-46   PI1 GRU   
2217+45   FW LAC    
2217-22   RT AQR    
2217-22B  97 COMP SW
2219+52   MN LAC    
2219+55A  RW CEP    
2219+55B  SU LAC    
2219+73   SV CEP    
2219-38   T GRU     
2219-38B  VAR? NE   
2219-38C  VAR? ENE  
2219-48   S GRU     
2220+50   MR LAC    
2220+55   BT LAC    
2221+29   RV PEG    
2221+34   CSV 8761  
2224+39   S LAC     
2224+39B  99 COMP NE
2224+50   BU LAC    
2224+55   NQ LAC    
2224+57   DO CEP    
2224-27   NSV 14175 
2225+57   DELTA CEP 
2225+64   BS CEP    
2226+05   MN PEG    
2226+56   ST CEP    
2228+55   QZ LAC    
2228+57   KY CEP    
2228-67   R IND     
2229+24   SS PEG    
2229+24B  93 COMP NW
2229+56   NSV 14213 
2229+56B  V351 CEP  
2230+53   VW LAC    
2231+52   RZ LAC    
2231+52B  DI LAC    
2231-65   UV TUC    
2232+01   CY AQR    
2232+47B  BM AND    
2232+57   W CEP     
2233-21   FL AQR    
2234+56   NSV 14260 
2234-62   T TUC     
2236+56   Z LAC     
2236-47   BETA GRU  
2237+55   RR LAC    
2237-21   SZ AQR    
2238+09   NSV 14284 
2238+27   BD PEG    
2238+41   R LAC     
2238+41B  STAR SW   
2238+51   AO LAC    
2240+49   RW LAC    
2240+49A  RV LAC    
2241-43   RZ GRU    
2241-43B  NSV 14319 
2241-87   RT OCT    
2242+43   EV LAC    
2242+43B  108 COMP E
2242+58   CR CEP    
2243+46   NSV 14321 
2243+54   U LAC     
2243-65   X TUC     
2244+24   EX PEG    
2244+26   ST PEG    
2244+55   V LAC     
2244-27   TY PSA    
2245+17   SX PEG    
2245+40   RX LAC    
2245+52   DK LAC    
2245+55   X LAC     
2245+58   AL CEP    
2245+58B  VAR CEP   
2245+58C  11.0 COMP 
2246+17   AF PEG    
2246+54   EG LAC    
2246+59   CV CEP    
2246+62   GD 552    
2246+65   IOTA CEP  
2247+51   CL LAC    
2247+60   MW CEP    
2247+63   VX CEP    
2248-34   ST PSA    
2249+15   3C 454.3  
2249+60   V386 CEP  
2249-30   V PSA     
2250+19   GO PEG    
2250+36   TU LAC    
2250-03   AO PSC    
2251+24   SX LAC    
2251+47   RU LAC    
2251-20   S AQR     
2252+17   BI PEG    
2252+48   EW LAC    
2252+58   DI CEP    
2252-36   SN IC 5270
2253+10   VAR63 PEG 
2253+42   TV AND    
2253+42B  102 COMP E
2253+84   AR CEP    
2255+15   SN 7448   
2255+42   SZ AND    
2255+56   V509 CAS  
2256+45   BC AND    
2256+82   NSV 14381 
2257+41   OMI AND   
2257+45   VY AND    
2257+51   BQ AND    
2257-64   BR TUC    
2258+08   NGC 7469  
2258+10   AK PEG    
2258+16   PG2300+166
2258+27   BETA PEG  
2258+59   UV CAS    
2258+59B  AS CEP    
2258+59C  NSV 14398 
2258+59D  NSV 14402 
2258-35   PI PSA    
2259+14   RW PEG    
2259+14B  ALPHA PEG 
2259+48   AZ AND    
2259+52   V425 CAS  
2300+48   OR AND    
2300-22   ER AQR    
2301+10   R PEG     
2301+10B  77 VAR? NE
2302+08   NSV 14428 
2302+58   SW CAS    
2303-30   Y SCL     
2304+08   GZ PEG    
2304+70   UZ CEP    
2305+10   NSV 14446 
2305+52   RZ AND    
2306+11   DHK PEG 3 
2306+66   CG CEP    
2307+46   OS AND    
2307+52   SS AND    
2307+59   V CAS     
2307+59B  93 COMP N 
2308+01   SAO 128046
2308+56   LM CAS    
2308+60   OQ CEP    
2309+04   SN 1998DH 
2309-57   YZ TUC    
2310+40   TY AND    
2310+40B  92 COMP E 
2310+40C  103 COMP W
2310+40D  99 COMP   
2310+50   CL AND    
2311+10   EO PEG    
2311-08   CHI AQR   
2311-64   Y TUC     
2312+25   EZ PEG    
2312+59   V563 CAS  
2313+46   AO AND    
2313+48   AI AND    
2313+85   V362 CEP  
2313-00   MARK 530  
2313-09   SN 7606   
2313-42   PKS2316-42
2314+25   W PEG     
2315+08   S PEG     
2315+39   RY AND    
2315+46   EU AND    
2315+48   BE AND    
2315-06   NSV 14515 
2316+49   AK AND    
2316+49B  116 COMP S
2316+82   AN CEP    
2316-18   XY AQR    
2318+17   IP PEG    
2318+17B  COMP A    
2318+17C  COMP B    
2318+39   BU AND    
2318+78   RY CEP    
2318+81   NSV 14522 
2319+46   TASV2321+4
2319-17   RU AQR    
2321+44   AL AND    
2322+49   BV AND    
2322-48   RU PHE    
2323-30   VY SCL    
2324+85   NSV 14566 
2325+43   DX AND    
2325+48   DL AND    
2326+19   EQ PEG    
2326+27   HR 8933   
2326+42   BG AND    
2326+42B  126 COMP S
2327+48   NSV 14607 
2327+61   DS CAS    
2327-46   V PHE     
2327-54   SN 7689   
2328+48   Z AND     
2328+48B  104 COMP  
2328+48C  88 COMP SW
2328+48D  SUSP ROD  
2328+48E  103 COMP N
2328+48F  91 COMP NW
2328-45   AN PHE    
2331+09   FF PEG    
2332+32   SU PEG    
2332+45   LAMBDA AND
2332+46   GG AND    
2332+47   BY AND    
2332+56   DU CAS    
2332+61   RS CAS    
2333+35   ST AND    
2333+55   LS CAS    
2334+51   SV CAS    
2334+59   DX CAS    
2335+12   HX PEG    
2335+29   PG2337+300
2336+47   WY AND    
2337+56   V705 CAS  
2338+34   CM AND    
2338+60   PY CAS    
2338-15   R AQR     
2338-15B  101 VAR? S
2338-15C  107 COMP S
2339+56   Z CAS     
2339+61   PZ CAS    
2339+61B  112 COMP W
2339+61C  88 COMP W 
2339+84   NSV 14680 
2339-16   NSV 14689 
2341+02   TX PSC    
2341+53   RT CAS    
2341-42   SX PHE    
2342+58   TAU CAS   
2343+15   DL PEG    
2343+50   V630 CAS  
2344+01   NSV 14719 
2345+46   TZ AND    
2345+50   CS CAS    
2346+02   22 PSC    
2346+08   HH PEG    
2346+29   DU PEG    
2346+59   BC CAS    
2346+61   BB CAS    
2347+54   EQ CAS    
2347+58   RY CAS    
2347+66   TASVJ2352+
2347-16   Z AQR     
2347-39   J2353-3851
2348+22   NSV 26158 
2348+60   TZ CAS    
2348+75   TX CEP    
2348-39   RXJ2353.0 
2349+27   VAR62 PEG 
2349+44   GL AND    
2349+56   RHO CAS   
2349-00   XZ PSC    
2350+28   II PEG    
2350+48   RS AND    
2350+53   RR CAS    
2351+82   V CEP     
2351-50   R PHE     
2352+31   YY AND    
2352+55   WY CAS    
2352+55B  137 COMP W
2352+61   CTM4 CAS  
2352+62   DD CAS    
2352-09   V CET     
2352-65   R TUC     
2353+50   R CAS     
2353+50B  105 COMP E
2353+60A  CE CAS A  
2353+60B  CE CAS B  
2353+60C  CF CAS    
2353+60D  108 COMP X
2353-40   RR PHE    
2353-53   Z PHE     
2353-57   S PHE     
2354+56A  V532 CAS  
2354+56B  V533 CAS  
2355+25   Z PEG     
2355-77   BE OCT    
2356+59   WZ CAS    
2356+59B  72 COMP NE
2356+64   NSV 14802 
2357+48   IW CAS    
2357-15   W CET     
2358+55A  Y CAS     
2358+55B  150 COMP S
2359+39   SV AND    
2359+43   SU AND    
2359+54   DI CAS    
2006-172    2003-17
2206+54C    2204+53
2231+06P    2226+05
